,Company Name,Code,Date of Filing,Filing Type,weblink
0,180 Degree Capital Corp,TURN,3/15/2017,10-K,https://www.sec.gov/Archives/edgar/data/893739/000089373917000017/0000893739-17-000017-index.htm
1,180 Degree Capital Corp,TURN,3/15/2016,10-K,https://www.sec.gov/Archives/edgar/data/893739/000114420416088169/0001144204-16-088169-index.htm
2,180 Degree Capital Corp,TURN,3/16/2015,10-K,https://www.sec.gov/Archives/edgar/data/893739/000114420415016426/0001144204-15-016426-index.htm
3,180 Degree Capital Corp,TURN,3/17/2014,10-K,https://www.sec.gov/Archives/edgar/data/893739/000114420414015868/0001144204-14-015868-index.htm
4,180 Degree Capital Corp,TURN,3/15/2013,10-K,https://www.sec.gov/Archives/edgar/data/893739/000114420413015466/0001144204-13-015466-index.htm
5,180 Degree Capital Corp,TURN,3/14/2012,10-K,https://www.sec.gov/Archives/edgar/data/893739/000114420412014956/0001144204-12-014956-index.htm
6,180 Degree Capital Corp,TURN,3/16/2011,10-K,https://www.sec.gov/Archives/edgar/data/893739/000114420411015030/0001144204-11-015030-index.htm
7,180 Degree Capital Corp,TURN,3/16/2010,10-K,https://www.sec.gov/Archives/edgar/data/893739/000114420410013589/0001144204-10-013589-index.htm
8,180 Degree Capital Corp,TURN,3/16/2009,10-K,https://www.sec.gov/Archives/edgar/data/893739/000114420409014031/0001144204-09-014031-index.htm
9,180 Degree Capital Corp,TURN,3/13/2008,10-K,https://www.sec.gov/Archives/edgar/data/893739/000114420408014898/0001144204-08-014898-index.htm
10,180 Degree Capital Corp,TURN,3/16/2007,10-K,https://www.sec.gov/Archives/edgar/data/893739/000114420407012984/0001144204-07-012984-index.htm
11,180 Degree Capital Corp,TURN,3/16/2006,10-K,https://www.sec.gov/Archives/edgar/data/893739/000114420406010328/0001144204-06-010328-index.htm
12,180 Degree Capital Corp,TURN,3/16/2005,10-K,https://www.sec.gov/Archives/edgar/data/893739/000114420405007698/0001144204-05-007698-index.htm
13,180 Degree Capital Corp,TURN,3/11/2004,10-K,https://www.sec.gov/Archives/edgar/data/893739/000089373904000007/0000893739-04-000007-index.htm
14,180 Degree Capital Corp,TURN,3/24/2003,10-K,https://www.sec.gov/Archives/edgar/data/893739/000089373903000004/0000893739-03-000004-index.htm
15,180 Degree Capital Corp,TURN,3/26/2002,10-K,https://www.sec.gov/Archives/edgar/data/893739/000089373902000008/0000893739-02-000008-index.htm
16,180 Degree Capital Corp,TURN,3/26/2001,10-K,https://www.sec.gov/Archives/edgar/data/893739/000089373901500008/0000893739-01-500008-index.htm
17,180 Degree Capital Corp,TURN,3/24/2000,10-K,https://www.sec.gov/Archives/edgar/data/893739/0000893739-00-000008-index.html
18,180 Degree Capital Corp,TURN,3/26/1999,10-K,https://www.sec.gov/Archives/edgar/data/893739/0000893739-99-000006-index.html
19,180 Degree Capital Corp,TURN,3/31/1998,10-K,https://www.sec.gov/Archives/edgar/data/893739/0000893739-98-000009-index.html
20,180 Degree Capital Corp,TURN,3/31/1997,10-K,https://www.sec.gov/Archives/edgar/data/893739/0000893739-97-000004-index.html
21,180 Degree Capital Corp,TURN,3/29/1996,10-K,https://www.sec.gov/Archives/edgar/data/893739/0000893739-96-000009-index.html
22,1st Source corp,SRCE,2/17/2017,10-K,https://www.sec.gov/Archives/edgar/data/34782/000003478217000036/0000034782-17-000036-index.htm
23,1st Source corp,SRCE,2/19/2016,10-K,https://www.sec.gov/Archives/edgar/data/34782/000003478216000102/0000034782-16-000102-index.htm
24,1st Source corp,SRCE,2/20/2015,10-K,https://www.sec.gov/Archives/edgar/data/34782/000003478215000008/0000034782-15-000008-index.htm
25,1st Source corp,SRCE,2/21/2014,10-K,https://www.sec.gov/Archives/edgar/data/34782/000003478214000008/0000034782-14-000008-index.htm
26,1st Source corp,SRCE,2/22/2013,10-K,https://www.sec.gov/Archives/edgar/data/34782/000110465913013249/0001104659-13-013249-index.htm
27,1st Source corp,SRCE,2/17/2012,10-K,https://www.sec.gov/Archives/edgar/data/34782/000110465912010878/0001104659-12-010878-index.htm
28,1st Source corp,SRCE,2/17/2011,10-K,https://www.sec.gov/Archives/edgar/data/34782/000003478211000008/0000034782-11-000008-index.htm
29,1st Source corp,SRCE,2/19/2010,10-K,https://www.sec.gov/Archives/edgar/data/34782/000003478210000007/0000034782-10-000007-index.htm
30,1st Source corp,SRCE,2/20/2009,10-K,https://www.sec.gov/Archives/edgar/data/34782/000003478209000008/0000034782-09-000008-index.htm
31,1st Source corp,SRCE,2/22/2008,10-K,https://www.sec.gov/Archives/edgar/data/34782/000003478208000022/0000034782-08-000022-index.htm
32,1st Source corp,SRCE,2/23/2007,10-K,https://www.sec.gov/Archives/edgar/data/34782/000003478207000024/0000034782-07-000024-index.htm
33,1st Source corp,SRCE,3/3/2006,10-K,https://www.sec.gov/Archives/edgar/data/34782/000003478206000020/0000034782-06-000020-index.htm
34,1st Source corp,SRCE,3/16/2005,10-K,https://www.sec.gov/Archives/edgar/data/34782/000003478205000025/0000034782-05-000025-index.htm
35,1st Source corp,SRCE,2/19/2004,10-K,https://www.sec.gov/Archives/edgar/data/34782/000003478204000017/0000034782-04-000017-index.htm
36,1st Source corp,SRCE,2/26/2003,10-K,https://www.sec.gov/Archives/edgar/data/34782/000115752303000468/0001157523-03-000468-index.htm
37,1st Source corp,SRCE,3/12/2002,10-K,https://www.sec.gov/Archives/edgar/data/34782/000115752302000132/0001157523-02-000132-index.htm
38,1st Source corp,SRCE,3/7/2001,10-K,https://www.sec.gov/Archives/edgar/data/34782/000003478201000006/0000034782-01-000006-index.htm
40,1st Source corp,SRCE,3/16/2000,10-K,https://www.sec.gov/Archives/edgar/data/34782/0000034782-00-000024-index.html
41,1st Source corp,SRCE,3/8/1999,10-K,https://www.sec.gov/Archives/edgar/data/34782/0000950137-99-000147-index.html
44,1st Source corp,SRCE,3/29/1996,10-K,https://www.sec.gov/Archives/edgar/data/34782/0000034782-96-000010-index.html
46,Access National corp,ANCX,3/16/2017,10-K,https://www.sec.gov/Archives/edgar/data/1176316/000114420417015082/0001144204-17-015082-index.htm
47,Access National corp,ANCX,3/15/2016,10-K,https://www.sec.gov/Archives/edgar/data/1176316/000114420416088264/0001144204-16-088264-index.htm
48,Access National corp,ANCX,3/11/2015,10-K,https://www.sec.gov/Archives/edgar/data/1176316/000114420415015436/0001144204-15-015436-index.htm
49,Access National corp,ANCX,3/14/2014,10-K,https://www.sec.gov/Archives/edgar/data/1176316/000114420414015855/0001144204-14-015855-index.htm
50,Access National corp,ANCX,3/18/2013,10-K,https://www.sec.gov/Archives/edgar/data/1176316/000114420413015922/0001144204-13-015922-index.htm
51,Access National corp,ANCX,3/23/2012,10-K,https://www.sec.gov/Archives/edgar/data/1176316/000114420412016767/0001144204-12-016767-index.htm
52,Access National corp,ANCX,3/29/2011,10-K,https://www.sec.gov/Archives/edgar/data/1176316/000114420411017921/0001144204-11-017921-index.htm
53,Access National corp,ANCX,3/29/2010,10-K,https://www.sec.gov/Archives/edgar/data/1176316/000114420410016384/0001144204-10-016384-index.htm
54,Access National corp,ANCX,3/31/2009,10-K,https://www.sec.gov/Archives/edgar/data/1176316/000095013309000956/0000950133-09-000956-index.htm
55,Access National corp,ANCX,3/17/2008,10-K,https://www.sec.gov/Archives/edgar/data/1176316/000095013308001092/0000950133-08-001092-index.htm
56,Access National corp,ANCX,4/2/2007,10-K,https://www.sec.gov/Archives/edgar/data/1176316/000095013307001492/0000950133-07-001492-index.htm
57,Access National corp,ANCX,3/31/2006,10-K,https://www.sec.gov/Archives/edgar/data/1176316/000095013306001590/0000950133-06-001590-index.htm
58,Access National corp,ANCX,3/31/2005,10-K,https://www.sec.gov/Archives/edgar/data/1176316/000095013305001397/0000950133-05-001397-index.htm
59,ACNB corp,ACNB,3/15/2017,10-K,https://www.sec.gov/Archives/edgar/data/715579/000104746917001613/0001047469-17-001613-index.htm
60,ACNB corp,ACNB,3/4/2016,10-K,https://www.sec.gov/Archives/edgar/data/715579/000104746916010754/0001047469-16-010754-index.htm
61,ACNB corp,ACNB,3/6/2015,10-K,https://www.sec.gov/Archives/edgar/data/715579/000104746915001759/0001047469-15-001759-index.htm
62,ACNB corp,ACNB,3/7/2014,10-K,https://www.sec.gov/Archives/edgar/data/715579/000104746914001965/0001047469-14-001965-index.htm
63,ACNB corp,ACNB,3/15/2013,10-K,https://www.sec.gov/Archives/edgar/data/715579/000104746913002818/0001047469-13-002818-index.htm
64,ACNB corp,ACNB,3/12/2012,10-K,https://www.sec.gov/Archives/edgar/data/715579/000104746912002448/0001047469-12-002448-index.htm
65,ACNB corp,ACNB,3/11/2011,10-K,https://www.sec.gov/Archives/edgar/data/715579/000104746911002026/0001047469-11-002026-index.htm
66,ACNB corp,ACNB,3/12/2010,10-K,https://www.sec.gov/Archives/edgar/data/715579/000104746910002122/0001047469-10-002122-index.htm
67,ACNB corp,ACNB,3/13/2009,10-K,https://www.sec.gov/Archives/edgar/data/715579/000104746909002638/0001047469-09-002638-index.htm
68,ACNB corp,ACNB,3/14/2008,10-K,https://www.sec.gov/Archives/edgar/data/715579/000104746908002804/0001047469-08-002804-index.htm
69,ACNB corp,ACNB,3/16/2007,10-K,https://www.sec.gov/Archives/edgar/data/715579/000110465907019973/0001104659-07-019973-index.htm
70,ACNB corp,ACNB,3/15/2006,10-K,https://www.sec.gov/Archives/edgar/data/715579/000110465906016810/0001104659-06-016810-index.htm
72,ACNB corp,ACNB,3/15/2005,10-K,https://www.sec.gov/Archives/edgar/data/715579/000113542805000134/0001135428-05-000134-index.htm
73,ACNB corp,ACNB,3/12/2004,10-K,https://www.sec.gov/Archives/edgar/data/715579/000113542804000125/0001135428-04-000125-index.htm
74,ACNB corp,ACNB,3/21/2003,10-K,https://www.sec.gov/Archives/edgar/data/715579/000113542803000172/0001135428-03-000172-index.htm
75,ACNB corp,ACNB,3/28/2002,10-K,https://www.sec.gov/Archives/edgar/data/715579/000095015402000114/0000950154-02-000114-index.htm
76,ACNB corp,ACNB,3/28/2001,10-K,https://www.sec.gov/Archives/edgar/data/715579/000095015401500145/0000950154-01-500145-index.htm
83,ACNB corp,ACNB,3/29/1995,10-K,https://www.sec.gov/Archives/edgar/data/715579/0000950109-95-000966-index.html
84,Ambac Financial Group Inc,AMBC,2/28/2017,10-K,https://www.sec.gov/Archives/edgar/data/874501/000087450117000022/0000874501-17-000022-index.htm
86,Ambac Financial Group Inc,AMBC,2/29/2016,10-K,https://www.sec.gov/Archives/edgar/data/874501/000087450116000126/0000874501-16-000126-index.htm
87,Ambac Financial Group Inc,AMBC,3/2/2015,10-K,https://www.sec.gov/Archives/edgar/data/874501/000087450115000013/0000874501-15-000013-index.htm
88,Ambac Financial Group Inc,AMBC,3/3/2014,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312514080373/0001193125-14-080373-index.htm
89,Ambac Financial Group Inc,AMBC,3/22/2013,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312513122346/0001193125-13-122346-index.htm
90,Ambac Financial Group Inc,AMBC,3/22/2012,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312512127521/0001193125-12-127521-index.htm
92,Ambac Financial Group Inc,AMBC,3/16/2011,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312511068809/0001193125-11-068809-index.htm
93,Ambac Financial Group Inc,AMBC,4/9/2010,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312510080450/0001193125-10-080450-index.htm
94,Ambac Financial Group Inc,AMBC,3/16/2009,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312509054939/0001193125-09-054939-index.htm
95,Ambac Financial Group Inc,AMBC,2/29/2008,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312508043920/0001193125-08-043920-index.htm
96,Ambac Financial Group Inc,AMBC,3/1/2007,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312507043958/0001193125-07-043958-index.htm
97,Ambac Financial Group Inc,AMBC,3/13/2006,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312506052262/0001193125-06-052262-index.htm
98,Ambac Financial Group Inc,AMBC,3/15/2005,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312505050525/0001193125-05-050525-index.htm
99,Ambac Financial Group Inc,AMBC,3/15/2004,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312504041753/0001193125-04-041753-index.htm
101,Ambac Financial Group Inc,AMBC,3/28/2003,10-K,https://www.sec.gov/Archives/edgar/data/874501/000095013003002599/0000950130-03-002599-index.htm
102,Ambac Financial Group Inc,AMBC,3/26/2002,10-K,https://www.sec.gov/Archives/edgar/data/874501/000095013002001969/0000950130-02-001969-index.htm
105,Ambac Financial Group Inc,AMBC,3/30/1999,10-K,https://www.sec.gov/Archives/edgar/data/874501/0000950130-99-001790-index.html
109,Ambac Financial Group Inc,AMBC,2/28/2017,10-K,https://www.sec.gov/Archives/edgar/data/874501/000087450117000022/0000874501-17-000022-index.htm
111,Ambac Financial Group Inc,AMBC,2/29/2016,10-K,https://www.sec.gov/Archives/edgar/data/874501/000087450116000126/0000874501-16-000126-index.htm
112,Ambac Financial Group Inc,AMBC,3/2/2015,10-K,https://www.sec.gov/Archives/edgar/data/874501/000087450115000013/0000874501-15-000013-index.htm
113,Ambac Financial Group Inc,AMBC,3/3/2014,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312514080373/0001193125-14-080373-index.htm
114,Ambac Financial Group Inc,AMBC,3/22/2013,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312513122346/0001193125-13-122346-index.htm
115,Ambac Financial Group Inc,AMBC,3/22/2012,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312512127521/0001193125-12-127521-index.htm
117,Ambac Financial Group Inc,AMBC,3/16/2011,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312511068809/0001193125-11-068809-index.htm
118,Ambac Financial Group Inc,AMBC,4/9/2010,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312510080450/0001193125-10-080450-index.htm
119,Ambac Financial Group Inc,AMBC,3/16/2009,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312509054939/0001193125-09-054939-index.htm
120,Ambac Financial Group Inc,AMBC,2/29/2008,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312508043920/0001193125-08-043920-index.htm
121,Ambac Financial Group Inc,AMBC,3/1/2007,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312507043958/0001193125-07-043958-index.htm
122,Ambac Financial Group Inc,AMBC,3/13/2006,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312506052262/0001193125-06-052262-index.htm
123,Ambac Financial Group Inc,AMBC,3/15/2005,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312505050525/0001193125-05-050525-index.htm
124,Ambac Financial Group Inc,AMBC,3/15/2004,10-K,https://www.sec.gov/Archives/edgar/data/874501/000119312504041753/0001193125-04-041753-index.htm
126,Ambac Financial Group Inc,AMBC,3/28/2003,10-K,https://www.sec.gov/Archives/edgar/data/874501/000095013003002599/0000950130-03-002599-index.htm
127,Ambac Financial Group Inc,AMBC,3/26/2002,10-K,https://www.sec.gov/Archives/edgar/data/874501/000095013002001969/0000950130-02-001969-index.htm
130,Ambac Financial Group Inc,AMBC,3/30/1999,10-K,https://www.sec.gov/Archives/edgar/data/874501/0000950130-99-001790-index.html
134,American National Bankshares Inc,AMNB,3/16/2017,10-K,https://www.sec.gov/Archives/edgar/data/741516/000074151617000008/0000741516-17-000008-index.htm
136,American National Bankshares Inc,AMNB,3/15/2016,10-K,https://www.sec.gov/Archives/edgar/data/741516/000074151616000064/0000741516-16-000064-index.htm
137,American National Bankshares Inc,AMNB,3/9/2015,10-K,https://www.sec.gov/Archives/edgar/data/741516/000074151615000013/0000741516-15-000013-index.htm
138,American National Bankshares Inc,AMNB,3/12/2014,10-K,https://www.sec.gov/Archives/edgar/data/741516/000074151614000012/0000741516-14-000012-index.htm
139,American National Bankshares Inc,AMNB,3/14/2013,10-K,https://www.sec.gov/Archives/edgar/data/741516/000074151613000007/0000741516-13-000007-index.htm
140,American National Bankshares Inc,AMNB,3/15/2012,10-K,https://www.sec.gov/Archives/edgar/data/741516/000074151612000017/0000741516-12-000017-index.htm
141,American National Bankshares Inc,AMNB,3/11/2011,10-K,https://www.sec.gov/Archives/edgar/data/741516/000074151611000011/0000741516-11-000011-index.htm
142,American National Bankshares Inc,AMNB,3/12/2010,10-K,https://www.sec.gov/Archives/edgar/data/741516/000074151610000008/0000741516-10-000008-index.htm
144,American National Bankshares Inc,AMNB,3/16/2009,10-K,https://www.sec.gov/Archives/edgar/data/741516/000074151609000013/0000741516-09-000013-index.htm
145,American National Bankshares Inc,AMNB,3/14/2008,10-K,https://www.sec.gov/Archives/edgar/data/741516/000074151608000019/0000741516-08-000019-index.htm
146,American National Bankshares Inc,AMNB,3/15/2007,10-K,https://www.sec.gov/Archives/edgar/data/741516/000074151607000007/0000741516-07-000007-index.htm
147,American National Bankshares Inc,AMNB,3/15/2006,10-K,https://www.sec.gov/Archives/edgar/data/741516/000074151606000022/0000741516-06-000022-index.htm
148,American National Bankshares Inc,AMNB,3/16/2005,10-K,https://www.sec.gov/Archives/edgar/data/741516/000074151605000010/0000741516-05-000010-index.htm
149,American National Bankshares Inc,AMNB,3/15/2004,10-K,https://www.sec.gov/Archives/edgar/data/741516/000074151604000006/0000741516-04-000006-index.htm
150,American National Bankshares Inc,AMNB,3/24/2003,10-K,https://www.sec.gov/Archives/edgar/data/741516/000074151603000007/0000741516-03-000007-index.htm
152,American National Bankshares Inc,AMNB,3/25/2002,10-K,https://www.sec.gov/Archives/edgar/data/741516/000074151602000006/0000741516-02-000006-index.htm
153,American National Bankshares Inc,AMNB,3/27/2001,10-K,https://www.sec.gov/Archives/edgar/data/741516/000074151601500005/0000741516-01-500005-index.htm
154,American National Bankshares Inc,AMNB,3/21/2000,10-K,https://www.sec.gov/Archives/edgar/data/741516/0000741516-00-000005-index.html
155,American National Bankshares Inc,AMNB,3/22/1999,10-K,https://www.sec.gov/Archives/edgar/data/741516/0000741516-99-000003-index.html
156,American National Bankshares Inc,AMNB,3/27/1998,10-K,https://www.sec.gov/Archives/edgar/data/741516/0000741516-98-000002-index.html
157,American National Bankshares Inc,AMNB,3/28/1997,10-K,https://www.sec.gov/Archives/edgar/data/741516/0000741516-97-000002-index.html
158,American National Bankshares Inc,AMNB,4/1/1996,10-K,https://www.sec.gov/Archives/edgar/data/741516/0000741516-96-000004-index.html
159,American River Bankshares,AMRB,2/24/2017,10-K,https://www.sec.gov/Archives/edgar/data/1108236/000101905617000230/0001019056-17-000230-index.htm
160,American River Bankshares,AMRB,2/26/2016,10-K,https://www.sec.gov/Archives/edgar/data/1108236/000101905616001140/0001019056-16-001140-index.htm
161,American River Bankshares,AMRB,2/27/2015,10-K,https://www.sec.gov/Archives/edgar/data/1108236/000101905615000271/0001019056-15-000271-index.htm
162,American River Bankshares,AMRB,2/28/2014,10-K,https://www.sec.gov/Archives/edgar/data/1108236/000101905614000304/0001019056-14-000304-index.htm
163,American River Bankshares,AMRB,3/1/2013,10-K,https://www.sec.gov/Archives/edgar/data/1108236/000101905613000304/0001019056-13-000304-index.htm
164,American River Bankshares,AMRB,3/2/2012,10-K,https://www.sec.gov/Archives/edgar/data/1108236/000101905612000294/0001019056-12-000294-index.htm
165,American River Bankshares,AMRB,3/4/2011,10-K,https://www.sec.gov/Archives/edgar/data/1108236/000101905611000292/0001019056-11-000292-index.htm
166,American River Bankshares,AMRB,3/5/2010,10-K,https://www.sec.gov/Archives/edgar/data/1108236/000101905610000263/0001019056-10-000263-index.htm
167,American River Bankshares,AMRB,3/6/2009,10-K,https://www.sec.gov/Archives/edgar/data/1108236/000101905609000297/0001019056-09-000297-index.htm
168,American River Bankshares,AMRB,3/6/2008,10-K,https://www.sec.gov/Archives/edgar/data/1108236/000101905608000377/0001019056-08-000377-index.htm
169,American River Bankshares,AMRB,3/9/2007,10-K,https://www.sec.gov/Archives/edgar/data/1108236/000101905607000246/0001019056-07-000246-index.htm
170,American River Bankshares,AMRB,3/9/2006,10-K,https://www.sec.gov/Archives/edgar/data/1108236/000101905606000249/0001019056-06-000249-index.htm
171,American River Bankshares,AMRB,3/18/2005,10-K,https://www.sec.gov/Archives/edgar/data/1108236/000101905605000320/0001019056-05-000320-index.htm
172,American River Bankshares,AMRB,3/19/2004,10-K,https://www.sec.gov/Archives/edgar/data/1108236/000101905604000394/0001019056-04-000394-index.htm
173,American River Bankshares,AMRB,3/20/2003,10-K,https://www.sec.gov/Archives/edgar/data/1108236/000101905603000246/0001019056-03-000246-index.htm
174,American River Bankshares,AMRB,3/26/2002,10-K,https://www.sec.gov/Archives/edgar/data/1108236/000101905602000180/0001019056-02-000180-index.htm
175,American River Bankshares,AMRB,4/2/2001,10-K,https://www.sec.gov/Archives/edgar/data/1108236/000101905601500031/0001019056-01-500031-index.htm
176,Ameris Bancorp,ABCB,2/27/2017,10-K,https://www.sec.gov/Archives/edgar/data/351569/000114420417011082/0001144204-17-011082-index.htm
177,Ameris Bancorp,ABCB,2/29/2016,10-K,https://www.sec.gov/Archives/edgar/data/351569/000114420416085023/0001144204-16-085023-index.htm
178,Ameris Bancorp,ABCB,3/16/2015,10-K,https://www.sec.gov/Archives/edgar/data/351569/000119312515092877/0001193125-15-092877-index.htm
179,Ameris Bancorp,ABCB,3/14/2014,10-K,https://www.sec.gov/Archives/edgar/data/351569/000119312514099592/0001193125-14-099592-index.htm
180,Ameris Bancorp,ABCB,3/1/2013,10-K,https://www.sec.gov/Archives/edgar/data/351569/000119312513087270/0001193125-13-087270-index.htm
181,Ameris Bancorp,ABCB,2/27/2012,10-K,https://www.sec.gov/Archives/edgar/data/351569/000119312512081868/0001193125-12-081868-index.htm
182,Ameris Bancorp,ABCB,3/16/2011,10-K,https://www.sec.gov/Archives/edgar/data/351569/000119312511068317/0001193125-11-068317-index.htm
184,Ameris Bancorp,ABCB,3/16/2010,10-K,https://www.sec.gov/Archives/edgar/data/351569/000119312510058101/0001193125-10-058101-index.htm
186,Ameris Bancorp,ABCB,3/16/2009,10-K,https://www.sec.gov/Archives/edgar/data/351569/000119312509055044/0001193125-09-055044-index.htm
187,Ameris Bancorp,ABCB,3/12/2008,10-K,https://www.sec.gov/Archives/edgar/data/351569/000035156908000008/0000351569-08-000008-index.htm
189,Ameris Bancorp,ABCB,3/13/2007,10-K,https://www.sec.gov/Archives/edgar/data/351569/000114036107005538/0001140361-07-005538-index.htm
190,Ameris Bancorp,ABCB,3/16/2006,10-K,https://www.sec.gov/Archives/edgar/data/351569/000119312506056155/0001193125-06-056155-index.htm
191,Ameris Bancorp,ABCB,3/16/2005,10-K,https://www.sec.gov/Archives/edgar/data/351569/000119312505051291/0001193125-05-051291-index.htm
192,Ameris Bancorp,ABCB,3/15/2004,10-K,https://www.sec.gov/Archives/edgar/data/351569/000119312504041648/0001193125-04-041648-index.htm
193,Ameris Bancorp,ABCB,3/31/2003,10-K,https://www.sec.gov/Archives/edgar/data/351569/000093176303000769/0000931763-03-000769-index.htm
200,Ameris Bancorp,ABCB,3/28/1996,10-K,https://www.sec.gov/Archives/edgar/data/351569/0000931763-96-000098-index.html
201,AMERISAFE Inc,AMSF,2/24/2017,10-K,https://www.sec.gov/Archives/edgar/data/1018979/000156459017002393/0001564590-17-002393-index.htm
202,AMERISAFE Inc,AMSF,2/26/2016,10-K,https://www.sec.gov/Archives/edgar/data/1018979/000119312516481952/0001193125-16-481952-index.htm
203,AMERISAFE Inc,AMSF,2/27/2015,10-K,https://www.sec.gov/Archives/edgar/data/1018979/000119312515069873/0001193125-15-069873-index.htm
204,AMERISAFE Inc,AMSF,2/28/2014,10-K,https://www.sec.gov/Archives/edgar/data/1018979/000119312514077734/0001193125-14-077734-index.htm
205,AMERISAFE Inc,AMSF,3/6/2013,10-K,https://www.sec.gov/Archives/edgar/data/1018979/000119312513094153/0001193125-13-094153-index.htm
206,AMERISAFE Inc,AMSF,3/9/2012,10-K,https://www.sec.gov/Archives/edgar/data/1018979/000119312512105289/0001193125-12-105289-index.htm
207,AMERISAFE Inc,AMSF,3/7/2011,10-K,https://www.sec.gov/Archives/edgar/data/1018979/000119312511057764/0001193125-11-057764-index.htm
208,AMERISAFE Inc,AMSF,3/10/2010,10-K,https://www.sec.gov/Archives/edgar/data/1018979/000119312510051860/0001193125-10-051860-index.htm
209,AMERISAFE Inc,AMSF,3/9/2009,10-K,https://www.sec.gov/Archives/edgar/data/1018979/000119312509048536/0001193125-09-048536-index.htm
210,AMERISAFE Inc,AMSF,3/6/2008,10-K,https://www.sec.gov/Archives/edgar/data/1018979/000119312508048986/0001193125-08-048986-index.htm
211,AMERISAFE Inc,AMSF,3/5/2007,10-K,https://www.sec.gov/Archives/edgar/data/1018979/000095013407004806/0000950134-07-004806-index.htm
212,AMERISAFE Inc,AMSF,3/24/2006,10-K,https://www.sec.gov/Archives/edgar/data/1018979/000095013406005830/0000950134-06-005830-index.htm
213,AmeriServ Financial Inc,ASRV,3/3/2017,10-K,https://www.sec.gov/Archives/edgar/data/707605/000114420417012658/0001144204-17-012658-index.htm
214,AmeriServ Financial Inc,ASRV,3/8/2016,10-K,https://www.sec.gov/Archives/edgar/data/707605/000114420416086602/0001144204-16-086602-index.htm
215,AmeriServ Financial Inc,ASRV,3/6/2015,10-K,https://www.sec.gov/Archives/edgar/data/707605/000114420415014471/0001144204-15-014471-index.htm
216,AmeriServ Financial Inc,ASRV,2/28/2014,10-K,https://www.sec.gov/Archives/edgar/data/707605/000114420414012317/0001144204-14-012317-index.htm
217,AmeriServ Financial Inc,ASRV,3/8/2013,10-K,https://www.sec.gov/Archives/edgar/data/707605/000114420413013813/0001144204-13-013813-index.htm
218,AmeriServ Financial Inc,ASRV,3/9/2012,10-K,https://www.sec.gov/Archives/edgar/data/707605/000119312512105863/0001193125-12-105863-index.htm
219,AmeriServ Financial Inc,ASRV,3/7/2011,10-K,https://www.sec.gov/Archives/edgar/data/707605/000119312511057325/0001193125-11-057325-index.htm
221,AmeriServ Financial Inc,ASRV,2/26/2010,10-K,https://www.sec.gov/Archives/edgar/data/707605/000119312510042107/0001193125-10-042107-index.htm
222,AmeriServ Financial Inc,ASRV,3/5/2009,10-K,https://www.sec.gov/Archives/edgar/data/707605/000089322009000479/0000893220-09-000479-index.htm
223,AmeriServ Financial Inc,ASRV,3/6/2008,10-K,https://www.sec.gov/Archives/edgar/data/707605/000089322008000634/0000893220-08-000634-index.htm
224,AmeriServ Financial Inc,ASRV,3/6/2007,10-K,https://www.sec.gov/Archives/edgar/data/707605/000089322007000614/0000893220-07-000614-index.htm
225,AmeriServ Financial Inc,ASRV,3/8/2006,10-K,https://www.sec.gov/Archives/edgar/data/707605/000089322006000464/0000893220-06-000464-index.htm
227,AmeriServ Financial Inc,ASRV,3/10/2005,10-K,https://www.sec.gov/Archives/edgar/data/707605/000089322005000512/0000893220-05-000512-index.htm
230,AmeriServ Financial Inc,ASRV,3/23/2004,10-K,https://www.sec.gov/Archives/edgar/data/707605/000089322004000529/0000893220-04-000529-index.htm
231,AmeriServ Financial Inc,ASRV,3/17/2003,10-K,https://www.sec.gov/Archives/edgar/data/707605/000089322003000306/0000893220-03-000306-index.htm
236,AmeriServ Financial Inc,ASRV,3/26/1999,10-K,https://www.sec.gov/Archives/edgar/data/707605/0000707605-99-000001-index.html
237,AmeriServ Financial Inc,ASRV,3/23/1998,10-K,https://www.sec.gov/Archives/edgar/data/707605/0000707605-98-000002-index.html
238,AmeriServ Financial Inc,ASRV,3/21/1997,10-K,https://www.sec.gov/Archives/edgar/data/707605/0000707605-97-000003-index.html
