,Company Name,Code,Date of Filing,Filing Type,weblink
0,Actua corp,ACTA,3/31/2017,10-K,https://www.sec.gov/Archives/edgar/data/1085621/000108562117000004/0001085621-17-000004-index.htm
1,Actua corp,ACTA,3/15/2016,10-K,https://www.sec.gov/Archives/edgar/data/1085621/000108562116000012/0001085621-16-000012-index.htm
2,Actua corp,ACTA,3/3/2015,10-K,https://www.sec.gov/Archives/edgar/data/1085621/000156459015001219/0001564590-15-001219-index.htm
3,Actua corp,ACTA,3/17/2014,10-K,https://www.sec.gov/Archives/edgar/data/1085621/000156459014000863/0001564590-14-000863-index.htm
4,Actua corp,ACTA,3/18/2013,10-K,https://www.sec.gov/Archives/edgar/data/1085621/000119312513112775/0001193125-13-112775-index.htm
5,Actua corp,ACTA,3/15/2012,10-K,https://www.sec.gov/Archives/edgar/data/1085621/000119312512117265/0001193125-12-117265-index.htm
7,Actua corp,ACTA,3/16/2011,10-K,https://www.sec.gov/Archives/edgar/data/1085621/000095012311025995/0000950123-11-025995-index.htm
10,Actua corp,ACTA,3/16/2010,10-K,https://www.sec.gov/Archives/edgar/data/1085621/000095012310025291/0000950123-10-025291-index.htm
13,Actua corp,ACTA,3/16/2009,10-K,https://www.sec.gov/Archives/edgar/data/1085621/000136231009003909/0001362310-09-003909-index.htm
14,Actua corp,ACTA,3/17/2008,10-K,https://www.sec.gov/Archives/edgar/data/1085621/000089322008000746/0000893220-08-000746-index.htm
15,Actua corp,ACTA,3/16/2007,10-K,https://www.sec.gov/Archives/edgar/data/1085621/000089322007000800/0000893220-07-000800-index.htm
16,Actua corp,ACTA,3/15/2006,10-K,https://www.sec.gov/Archives/edgar/data/1085621/000089322006000558/0000893220-06-000558-index.htm
17,Actua corp,ACTA,3/16/2005,10-K,https://www.sec.gov/Archives/edgar/data/1085621/000089322005000586/0000893220-05-000586-index.htm
19,Actua corp,ACTA,3/15/2004,10-K,https://www.sec.gov/Archives/edgar/data/1085621/000119312504042335/0001193125-04-042335-index.htm
22,Actua corp,ACTA,3/31/2003,10-K,https://www.sec.gov/Archives/edgar/data/1085621/000089322003000526/0000893220-03-000526-index.htm
23,Actua corp,ACTA,4/1/2002,10-K,https://www.sec.gov/Archives/edgar/data/1085621/000089322002000403/0000893220-02-000403-index.htm
25,Actua corp,ACTA,4/2/2001,10-K,https://www.sec.gov/Archives/edgar/data/1085621/000089322001000425/0000893220-01-000425-index.htm
27,Actua corp,ACTA,3/16/2000,10-K,https://www.sec.gov/Archives/edgar/data/1085621/0001036050-00-000365-index.html
28,Acxiom corp,ACXM,5/26/2017,10-K,https://www.sec.gov/Archives/edgar/data/733269/000073326917000039/0000733269-17-000039-index.htm
29,Acxiom corp,ACXM,5/27/2016,10-K,https://www.sec.gov/Archives/edgar/data/733269/000073326916000060/0000733269-16-000060-index.htm
30,Acxiom corp,ACXM,5/27/2015,10-K,https://www.sec.gov/Archives/edgar/data/733269/000073326915000018/0000733269-15-000018-index.htm
31,Acxiom corp,ACXM,5/28/2014,10-K,https://www.sec.gov/Archives/edgar/data/733269/000073326914000018/0000733269-14-000018-index.htm
32,Acxiom corp,ACXM,5/29/2013,10-K,https://www.sec.gov/Archives/edgar/data/733269/000073326913000012/0000733269-13-000012-index.htm
33,Acxiom corp,ACXM,5/25/2012,10-K,https://www.sec.gov/Archives/edgar/data/733269/000073326912000015/0000733269-12-000015-index.htm
34,Acxiom corp,ACXM,5/27/2011,10-K,https://www.sec.gov/Archives/edgar/data/733269/000073326911000016/0000733269-11-000016-index.htm
35,Acxiom corp,ACXM,5/26/2010,10-K,https://www.sec.gov/Archives/edgar/data/733269/000073326910000065/0000733269-10-000065-index.htm
37,Acxiom corp,ACXM,5/29/2009,10-K,https://www.sec.gov/Archives/edgar/data/733269/000073326909000013/0000733269-09-000013-index.htm
38,Acxiom corp,ACXM,5/30/2008,10-K,https://www.sec.gov/Archives/edgar/data/733269/000116923208002230/0001169232-08-002230-index.htm
40,Acxiom corp,ACXM,5/30/2007,10-K,https://www.sec.gov/Archives/edgar/data/733269/000073326907000023/0000733269-07-000023-index.htm
42,Acxiom corp,ACXM,6/14/2006,10-K,https://www.sec.gov/Archives/edgar/data/733269/000073326906000021/0000733269-06-000021-index.htm
43,Acxiom corp,ACXM,6/13/2005,10-K,https://www.sec.gov/Archives/edgar/data/733269/000073326905000034/0000733269-05-000034-index.htm
44,Acxiom corp,ACXM,6/14/2004,10-K,https://www.sec.gov/Archives/edgar/data/733269/000073326904000010/0000733269-04-000010-index.htm
45,Acxiom corp,ACXM,6/9/2003,10-K,https://www.sec.gov/Archives/edgar/data/733269/000073326903000006/0000733269-03-000006-index.htm
46,Acxiom corp,ACXM,5/16/2002,10-K,https://www.sec.gov/Archives/edgar/data/733269/000073326902000004/0000733269-02-000004-index.htm
47,Acxiom corp,ACXM,6/27/2001,10-K,https://www.sec.gov/Archives/edgar/data/733269/000073326901500016/0000733269-01-500016-index.htm
48,Acxiom corp,ACXM,6/26/2000,10-K,https://www.sec.gov/Archives/edgar/data/733269/000073326900000012/0000733269-00-000012-index.htm
52,Acxiom corp,ACXM,6/23/1998,10-K,https://www.sec.gov/Archives/edgar/data/733269/0000733269-98-000006-index.html
53,Acxiom corp,ACXM,6/30/1997,10-K,https://www.sec.gov/Archives/edgar/data/733269/0000733269-97-000006-index.html
55,Acxiom corp,ACXM,6/26/1996,10-K,https://www.sec.gov/Archives/edgar/data/733269/0000733269-96-000003-index.html
57,Acxiom corp,ACXM,6/28/1995,10-K,https://www.sec.gov/Archives/edgar/data/733269/0000904511-95-000007-index.html
59,Adesto Technologies corp,IOTS,3/24/2017,10-K,https://www.sec.gov/Archives/edgar/data/1395848/000156459017005169/0001564590-17-005169-index.htm
60,Adesto Technologies corp,IOTS,3/30/2016,10-K,https://www.sec.gov/Archives/edgar/data/1395848/000119312516523800/0001193125-16-523800-index.htm
61,Advanced Micro Devices Inc,AMD,2/21/2017,10-K,https://www.sec.gov/Archives/edgar/data/2488/000000248817000043/0000002488-17-000043-index.htm
62,Advanced Micro Devices Inc,AMD,2/18/2016,10-K,https://www.sec.gov/Archives/edgar/data/2488/000000248816000111/0000002488-16-000111-index.htm
63,Advanced Micro Devices Inc,AMD,2/19/2015,10-K,https://www.sec.gov/Archives/edgar/data/2488/000119312515054362/0001193125-15-054362-index.htm
64,Advanced Micro Devices Inc,AMD,2/18/2014,10-K,https://www.sec.gov/Archives/edgar/data/2488/000119312514057240/0001193125-14-057240-index.htm
65,Advanced Micro Devices Inc,AMD,2/21/2013,10-K,https://www.sec.gov/Archives/edgar/data/2488/000119312513069422/0001193125-13-069422-index.htm
66,Advanced Micro Devices Inc,AMD,2/24/2012,10-K,https://www.sec.gov/Archives/edgar/data/2488/000119312512075837/0001193125-12-075837-index.htm
67,Advanced Micro Devices Inc,AMD,2/18/2011,10-K,https://www.sec.gov/Archives/edgar/data/2488/000119312511040392/0001193125-11-040392-index.htm
68,Advanced Micro Devices Inc,AMD,2/19/2010,10-K,https://www.sec.gov/Archives/edgar/data/2488/000119312510035218/0001193125-10-035218-index.htm
69,Advanced Micro Devices Inc,AMD,2/24/2009,10-K,https://www.sec.gov/Archives/edgar/data/2488/000119312509036235/0001193125-09-036235-index.htm
70,Advanced Micro Devices Inc,AMD,2/26/2008,10-K,https://www.sec.gov/Archives/edgar/data/2488/000119312508038588/0001193125-08-038588-index.htm
71,Advanced Micro Devices Inc,AMD,3/1/2007,10-K,https://www.sec.gov/Archives/edgar/data/2488/000119312507044191/0001193125-07-044191-index.htm
72,Advanced Micro Devices Inc,AMD,2/27/2006,10-K,https://www.sec.gov/Archives/edgar/data/2488/000119312506040130/0001193125-06-040130-index.htm
73,Advanced Micro Devices Inc,AMD,3/1/2005,10-K,https://www.sec.gov/Archives/edgar/data/2488/000119312505039876/0001193125-05-039876-index.htm
74,Advanced Micro Devices Inc,AMD,3/9/2004,10-K,https://www.sec.gov/Archives/edgar/data/2488/000119312504037179/0001193125-04-037179-index.htm
76,Advanced Micro Devices Inc,AMD,3/14/2003,10-K,https://www.sec.gov/Archives/edgar/data/2488/000101287003001181/0001012870-03-001181-index.htm
78,Advanced Micro Devices Inc,AMD,3/7/2002,10-K,https://www.sec.gov/Archives/edgar/data/2488/000101287002001071/0001012870-02-001071-index.htm
86,Advanced Micro Devices Inc,AMD,3/29/1999,10-K,https://www.sec.gov/Archives/edgar/data/2488/0001012870-99-000892-index.html
91,Advanced Micro Devices Inc,AMD,3/20/1997,10-K,https://www.sec.gov/Archives/edgar/data/2488/0001012870-97-000533-index.html
95,Advanced Micro Devices Inc,AMD,3/7/1995,10-K,https://www.sec.gov/Archives/edgar/data/2488/0000950131-95-000530-index.html
97,Advanced Micro Devices Inc,AMD,3/7/1994,10-K,https://www.sec.gov/Archives/edgar/data/2488/0000891618-94-000068-index.html
98,Agilysys Inc,AGYS,6/2/2017,10-K,https://www.sec.gov/Archives/edgar/data/78749/000007874917000021/0000078749-17-000021-index.htm
100,Agilysys Inc,AGYS,6/10/2016,10-K,https://www.sec.gov/Archives/edgar/data/78749/000007874916000080/0000078749-16-000080-index.htm
103,Agilysys Inc,AGYS,6/5/2015,10-K,https://www.sec.gov/Archives/edgar/data/78749/000007874915000020/0000078749-15-000020-index.htm
104,Agilysys Inc,AGYS,6/4/2014,10-K,https://www.sec.gov/Archives/edgar/data/78749/000007874914000013/0000078749-14-000013-index.htm
106,Agilysys Inc,AGYS,6/14/2013,10-K,https://www.sec.gov/Archives/edgar/data/78749/000007874913000023/0000078749-13-000023-index.htm
107,Agilysys Inc,AGYS,6/12/2012,10-K,https://www.sec.gov/Archives/edgar/data/78749/000119312512268267/0001193125-12-268267-index.htm
108,Agilysys Inc,AGYS,6/14/2011,10-K,https://www.sec.gov/Archives/edgar/data/78749/000119312511164802/0001193125-11-164802-index.htm
109,Agilysys Inc,AGYS,6/11/2010,10-K,https://www.sec.gov/Archives/edgar/data/78749/000095012310057335/0000950123-10-057335-index.htm
110,Agilysys Inc,AGYS,6/9/2009,10-K,https://www.sec.gov/Archives/edgar/data/78749/000095012309012356/0000950123-09-012356-index.htm
111,Agilysys Inc,AGYS,12/16/2008,10-K,https://www.sec.gov/Archives/edgar/data/78749/000095015208010319/0000950152-08-010319-index.htm
112,Agilysys Inc,AGYS,6/12/2007,10-K,https://www.sec.gov/Archives/edgar/data/78749/000095015207005074/0000950152-07-005074-index.htm
113,Agilysys Inc,AGYS,6/9/2006,10-K,https://www.sec.gov/Archives/edgar/data/78749/000095015206005048/0000950152-06-005048-index.htm
114,Agilysys Inc,AGYS,6/29/2005,10-K,https://www.sec.gov/Archives/edgar/data/78749/000095015205005588/0000950152-05-005588-index.htm
115,Agilysys Inc,AGYS,6/14/2004,10-K,https://www.sec.gov/Archives/edgar/data/78749/000095015204004628/0000950152-04-004628-index.htm
116,Agilysys Inc,AGYS,6/19/2003,10-K,https://www.sec.gov/Archives/edgar/data/78749/000095015203006226/0000950152-03-006226-index.htm
117,Agilysys Inc,AGYS,6/14/2002,10-K,https://www.sec.gov/Archives/edgar/data/78749/000095015202004851/0000950152-02-004851-index.htm
118,Agilysys Inc,AGYS,6/28/2001,10-K,https://www.sec.gov/Archives/edgar/data/78749/000095015201502944/0000950152-01-502944-index.htm
119,Agilysys Inc,AGYS,6/29/2000,10-K,https://www.sec.gov/Archives/edgar/data/78749/000095015200005079/0000950152-00-005079-index.htm
120,Agilysys Inc,AGYS,6/29/1999,10-K,https://www.sec.gov/Archives/edgar/data/78749/0000950152-99-005651-index.html
126,Agilysys Inc,AGYS,6/28/1994,10-K,https://www.sec.gov/Archives/edgar/data/78749/0000950152-94-000662-index.html
127,Airgain Inc,AIRG,3/15/2017,10-K,https://www.sec.gov/Archives/edgar/data/1272842/000156459017004418/0001564590-17-004418-index.htm
128,Allscripts Healthcare Solutions Inc,MDRX,2/27/2017,10-K,https://www.sec.gov/Archives/edgar/data/1124804/000156459017002448/0001564590-17-002448-index.htm
129,Allscripts Healthcare Solutions Inc,MDRX,2/29/2016,10-K,https://www.sec.gov/Archives/edgar/data/1124804/000156459016013600/0001564590-16-013600-index.htm
130,Allscripts Healthcare Solutions Inc,MDRX,3/2/2015,10-K,https://www.sec.gov/Archives/edgar/data/1124804/000156459015001152/0001564590-15-001152-index.htm
131,Allscripts Healthcare Solutions Inc,MDRX,3/3/2014,10-K,https://www.sec.gov/Archives/edgar/data/1124804/000119312514080251/0001193125-14-080251-index.htm
133,Allscripts Healthcare Solutions Inc,MDRX,3/1/2013,10-K,https://www.sec.gov/Archives/edgar/data/1124804/000119312513087986/0001193125-13-087986-index.htm
135,Allscripts Healthcare Solutions Inc,MDRX,2/29/2012,10-K,https://www.sec.gov/Archives/edgar/data/1124804/000119312512089621/0001193125-12-089621-index.htm
138,Allscripts Healthcare Solutions Inc,MDRX,7/27/2010,10-K,https://www.sec.gov/Archives/edgar/data/1124804/000119312510167082/0001193125-10-167082-index.htm
139,Allscripts Healthcare Solutions Inc,MDRX,7/30/2009,10-K,https://www.sec.gov/Archives/edgar/data/1124804/000119312509159671/0001193125-09-159671-index.htm
141,Allscripts Healthcare Solutions Inc,MDRX,2/29/2008,10-K,https://www.sec.gov/Archives/edgar/data/1124804/000119312508043801/0001193125-08-043801-index.htm
142,Allscripts Healthcare Solutions Inc,MDRX,3/1/2007,10-K,https://www.sec.gov/Archives/edgar/data/1124804/000119312507044362/0001193125-07-044362-index.htm
143,Allscripts Healthcare Solutions Inc,MDRX,3/15/2006,10-K,https://www.sec.gov/Archives/edgar/data/1124804/000119312506055166/0001193125-06-055166-index.htm
144,Allscripts Healthcare Solutions Inc,MDRX,3/4/2005,10-K,https://www.sec.gov/Archives/edgar/data/1124804/000119312505042789/0001193125-05-042789-index.htm
145,Allscripts Healthcare Solutions Inc,MDRX,3/15/2004,10-K,https://www.sec.gov/Archives/edgar/data/1124804/000119312504040902/0001193125-04-040902-index.htm
147,Allscripts Healthcare Solutions Inc,MDRX,3/31/2003,10-K,https://www.sec.gov/Archives/edgar/data/1124804/000104746903011265/0001047469-03-011265-index.htm
148,Allscripts Healthcare Solutions Inc,MDRX,3/26/2002,10-K,https://www.sec.gov/Archives/edgar/data/1124804/000091205702011684/0000912057-02-011684-index.htm
149,Allscripts Healthcare Solutions Inc,MDRX,4/2/2001,10-K,https://www.sec.gov/Archives/edgar/data/1124804/000095013101500484/0000950131-01-500484-index.htm
150,Alphabet Inc,GOOG,2/3/2017,10-K,https://www.sec.gov/Archives/edgar/data/1652044/000165204417000008/0001652044-17-000008-index.htm
152,Alphabet Inc,GOOG,2/11/2016,10-K,https://www.sec.gov/Archives/edgar/data/1652044/000165204416000012/0001652044-16-000012-index.htm
153,Alphabet Inc,GOOG,2/3/2017,10-K,https://www.sec.gov/Archives/edgar/data/1652044/000165204417000008/0001652044-17-000008-index.htm
155,Alphabet Inc,GOOG,2/11/2016,10-K,https://www.sec.gov/Archives/edgar/data/1652044/000165204416000012/0001652044-16-000012-index.htm
157,Altaba Inc,AABA,3/1/2017,10-K,https://www.sec.gov/Archives/edgar/data/1011006/000119312517065791/0001193125-17-065791-index.htm
160,Altaba Inc,AABA,2/29/2016,10-K,https://www.sec.gov/Archives/edgar/data/1011006/000119312516483790/0001193125-16-483790-index.htm
163,Altaba Inc,AABA,2/27/2015,10-K,https://www.sec.gov/Archives/edgar/data/1011006/000119312515066560/0001193125-15-066560-index.htm
166,Altaba Inc,AABA,2/28/2014,10-K,https://www.sec.gov/Archives/edgar/data/1011006/000119312514077321/0001193125-14-077321-index.htm
168,Altaba Inc,AABA,3/1/2013,10-K,https://www.sec.gov/Archives/edgar/data/1011006/000119312513085111/0001193125-13-085111-index.htm
171,Altaba Inc,AABA,2/29/2012,10-K,https://www.sec.gov/Archives/edgar/data/1011006/000119312512086972/0001193125-12-086972-index.htm
173,Altaba Inc,AABA,2/28/2011,10-K,https://www.sec.gov/Archives/edgar/data/1011006/000119312511050000/0001193125-11-050000-index.htm
175,Altaba Inc,AABA,2/26/2010,10-K,https://www.sec.gov/Archives/edgar/data/1011006/000119312510043149/0001193125-10-043149-index.htm
177,Altaba Inc,AABA,2/27/2009,10-K,https://www.sec.gov/Archives/edgar/data/1011006/000119312509041172/0001193125-09-041172-index.htm
180,Altaba Inc,AABA,2/27/2008,10-K,https://www.sec.gov/Archives/edgar/data/1011006/000089161808000121/0000891618-08-000121-index.htm
181,Altaba Inc,AABA,2/23/2007,10-K,https://www.sec.gov/Archives/edgar/data/1011006/000089161807000108/0000891618-07-000108-index.htm
182,Altaba Inc,AABA,3/3/2006,10-K,https://www.sec.gov/Archives/edgar/data/1011006/000110465906014033/0001104659-06-014033-index.htm
183,Altaba Inc,AABA,3/11/2005,10-K,https://www.sec.gov/Archives/edgar/data/1011006/000104746905006235/0001047469-05-006235-index.htm
184,Altaba Inc,AABA,2/27/2004,10-K,https://www.sec.gov/Archives/edgar/data/1011006/000104746904005976/0001047469-04-005976-index.htm
185,Altaba Inc,AABA,3/21/2003,10-K,https://www.sec.gov/Archives/edgar/data/1011006/000104746903009670/0001047469-03-009670-index.htm
186,Altaba Inc,AABA,3/15/2002,10-K,https://www.sec.gov/Archives/edgar/data/1011006/000091205702010181/0000912057-02-010181-index.htm
187,Altaba Inc,AABA,3/16/2001,10-K,https://www.sec.gov/Archives/edgar/data/1011006/000091205701007693/0000912057-01-007693-index.htm
188,Altaba Inc,AABA,3/30/2000,10-K,https://www.sec.gov/Archives/edgar/data/1011006/0000912057-00-014598-index.html
190,Altaba Inc,AABA,2/26/1999,10-K,https://www.sec.gov/Archives/edgar/data/1011006/0001047469-99-007460-index.html
191,Altaba Inc,AABA,3/12/1998,10-K,https://www.sec.gov/Archives/edgar/data/1011006/0001047469-98-009651-index.html
192,Altaba Inc,AABA,3/31/1997,10-K,https://www.sec.gov/Archives/edgar/data/1011006/0000912057-97-011353-index.html
193,Ambarella Inc,AMBA,3/30/2017,10-K,https://www.sec.gov/Archives/edgar/data/1280263/000156459017005590/0001564590-17-005590-index.htm
194,Ambarella Inc,AMBA,3/25/2016,10-K,https://www.sec.gov/Archives/edgar/data/1280263/000156459016015290/0001564590-16-015290-index.htm
195,Ambarella Inc,AMBA,3/30/2015,10-K,https://www.sec.gov/Archives/edgar/data/1280263/000156459015002116/0001564590-15-002116-index.htm
196,Ambarella Inc,AMBA,4/4/2014,10-K,https://www.sec.gov/Archives/edgar/data/1280263/000119312514131361/0001193125-14-131361-index.htm
197,Ambarella Inc,AMBA,4/4/2013,10-K,https://www.sec.gov/Archives/edgar/data/1280263/000119312513141693/0001193125-13-141693-index.htm
198,American Software Inc,AMSWA,7/14/2017,10-K,https://www.sec.gov/Archives/edgar/data/713425/000119312517228535/0001193125-17-228535-index.htm
199,American Software Inc,AMSWA,7/14/2016,10-K,https://www.sec.gov/Archives/edgar/data/713425/000119312516648270/0001193125-16-648270-index.htm
200,American Software Inc,AMSWA,7/10/2015,10-K,https://www.sec.gov/Archives/edgar/data/713425/000119312515250260/0001193125-15-250260-index.htm
201,American Software Inc,AMSWA,7/14/2014,10-K,https://www.sec.gov/Archives/edgar/data/713425/000119312514267720/0001193125-14-267720-index.htm
202,American Software Inc,AMSWA,7/12/2013,10-K,https://www.sec.gov/Archives/edgar/data/713425/000119312513289120/0001193125-13-289120-index.htm
203,American Software Inc,AMSWA,7/12/2012,10-K,https://www.sec.gov/Archives/edgar/data/713425/000119312512300790/0001193125-12-300790-index.htm
204,American Software Inc,AMSWA,7/14/2011,10-K,https://www.sec.gov/Archives/edgar/data/713425/000119312511188351/0001193125-11-188351-index.htm
205,American Software Inc,AMSWA,7/14/2010,10-K,https://www.sec.gov/Archives/edgar/data/713425/000119312510158807/0001193125-10-158807-index.htm
206,American Software Inc,AMSWA,7/14/2009,10-K,https://www.sec.gov/Archives/edgar/data/713425/000119312509148771/0001193125-09-148771-index.htm
207,American Software Inc,AMSWA,7/14/2008,10-K,https://www.sec.gov/Archives/edgar/data/713425/000119312508150516/0001193125-08-150516-index.htm
208,American Software Inc,AMSWA,7/16/2007,10-K,https://www.sec.gov/Archives/edgar/data/713425/000119312507155732/0001193125-07-155732-index.htm
209,American Software Inc,AMSWA,7/14/2006,10-K,https://www.sec.gov/Archives/edgar/data/713425/000119312506147073/0001193125-06-147073-index.htm
210,American Software Inc,AMSWA,10/14/2005,10-K,https://www.sec.gov/Archives/edgar/data/713425/000119312505201867/0001193125-05-201867-index.htm
211,American Software Inc,AMSWA,7/14/2004,10-K,https://www.sec.gov/Archives/edgar/data/713425/000119312504118173/0001193125-04-118173-index.htm
213,American Software Inc,AMSWA,7/28/2003,10-K,https://www.sec.gov/Archives/edgar/data/713425/000119312503024760/0001193125-03-024760-index.htm
214,American Software Inc,AMSWA,7/26/2002,10-K,https://www.sec.gov/Archives/edgar/data/713425/000093176302002541/0000931763-02-002541-index.htm
216,American Software Inc,AMSWA,7/28/2000,10-K,https://www.sec.gov/Archives/edgar/data/713425/000093176300001768/0000931763-00-001768-index.htm
217,American Software Inc,AMSWA,7/27/1999,10-K,https://www.sec.gov/Archives/edgar/data/713425/0000931763-99-002165-index.html
221,American Software Inc,AMSWA,7/31/1997,10-K,https://www.sec.gov/Archives/edgar/data/713425/0000931763-97-001218-index.html
222,American Software Inc,AMSWA,7/29/1996,10-K,https://www.sec.gov/Archives/edgar/data/713425/0000950109-96-004710-index.html
223,American Software Inc,AMSWA,7/28/1995,10-K,https://www.sec.gov/Archives/edgar/data/713425/0000931763-95-000116-index.html
224,Amkor Technology Inc,AMKR,2/24/2017,10-K,https://www.sec.gov/Archives/edgar/data/1047127/000104712717000011/0001047127-17-000011-index.htm
225,Amkor Technology Inc,AMKR,2/22/2016,10-K,https://www.sec.gov/Archives/edgar/data/1047127/000104712716000049/0001047127-16-000049-index.htm
226,Amkor Technology Inc,AMKR,2/19/2015,10-K,https://www.sec.gov/Archives/edgar/data/1047127/000104712715000010/0001047127-15-000010-index.htm
227,Amkor Technology Inc,AMKR,2/28/2014,10-K,https://www.sec.gov/Archives/edgar/data/1047127/000104712714000006/0001047127-14-000006-index.htm
228,Amkor Technology Inc,AMKR,3/8/2013,10-K,https://www.sec.gov/Archives/edgar/data/1047127/000104712713000007/0001047127-13-000007-index.htm
229,Amkor Technology Inc,AMKR,2/24/2012,10-K,https://www.sec.gov/Archives/edgar/data/1047127/000144530512000428/0001445305-12-000428-index.htm
230,Amkor Technology Inc,AMKR,2/24/2011,10-K,https://www.sec.gov/Archives/edgar/data/1047127/000095012311017901/0000950123-11-017901-index.htm
231,Amkor Technology Inc,AMKR,2/24/2010,10-K,https://www.sec.gov/Archives/edgar/data/1047127/000095012310016426/0000950123-10-016426-index.htm
232,Amkor Technology Inc,AMKR,2/24/2009,10-K,https://www.sec.gov/Archives/edgar/data/1047127/000095015309000153/0000950153-09-000153-index.htm
233,Amkor Technology Inc,AMKR,2/25/2008,10-K,https://www.sec.gov/Archives/edgar/data/1047127/000095015308000393/0000950153-08-000393-index.htm
235,Amkor Technology Inc,AMKR,2/26/2007,10-K,https://www.sec.gov/Archives/edgar/data/1047127/000095015307000403/0000950153-07-000403-index.htm
237,Amkor Technology Inc,AMKR,3/16/2006,10-K,https://www.sec.gov/Archives/edgar/data/1047127/000095015306000688/0000950153-06-000688-index.htm
239,Amkor Technology Inc,AMKR,3/29/2005,10-K,https://www.sec.gov/Archives/edgar/data/1047127/000089322005000695/0000893220-05-000695-index.htm
240,Amkor Technology Inc,AMKR,3/4/2004,10-K,https://www.sec.gov/Archives/edgar/data/1047127/000089322004000331/0000893220-04-000331-index.htm
243,Amkor Technology Inc,AMKR,3/27/2003,10-K,https://www.sec.gov/Archives/edgar/data/1047127/000089322003000476/0000893220-03-000476-index.htm
254,Amtech Systems Inc,ASYS,11/20/2017,10-K,https://www.sec.gov/Archives/edgar/data/720500/000072050017000054/0000720500-17-000054-index.htm
256,Amtech Systems Inc,ASYS,11/30/2016,10-K,https://www.sec.gov/Archives/edgar/data/720500/000072050016000116/0000720500-16-000116-index.htm
258,Amtech Systems Inc,ASYS,11/19/2015,10-K,https://www.sec.gov/Archives/edgar/data/720500/000072050015000045/0000720500-15-000045-index.htm
260,Amtech Systems Inc,ASYS,11/20/2014,10-K,https://www.sec.gov/Archives/edgar/data/720500/000072050014000037/0000720500-14-000037-index.htm
262,Amtech Systems Inc,ASYS,12/11/2013,10-K,https://www.sec.gov/Archives/edgar/data/720500/000072050013000027/0000720500-13-000027-index.htm
263,Amtech Systems Inc,ASYS,12/7/2012,10-K,https://www.sec.gov/Archives/edgar/data/720500/000072050012000031/0000720500-12-000031-index.htm
264,Amtech Systems Inc,ASYS,11/17/2011,10-K,https://www.sec.gov/Archives/edgar/data/720500/000072050011000030/0000720500-11-000030-index.htm
265,Amtech Systems Inc,ASYS,11/15/2010,10-K,https://www.sec.gov/Archives/edgar/data/720500/000120677410002363/0001206774-10-002363-index.htm
266,Amtech Systems Inc,ASYS,11/24/2009,10-K,https://www.sec.gov/Archives/edgar/data/720500/000120677409002189/0001206774-09-002189-index.htm
268,Amtech Systems Inc,ASYS,12/10/2008,10-K,https://www.sec.gov/Archives/edgar/data/720500/000120677408001970/0001206774-08-001970-index.htm
269,Amtech Systems Inc,ASYS,12/12/2007,10-K,https://www.sec.gov/Archives/edgar/data/720500/000120677407002861/0001206774-07-002861-index.htm
271,Amtech Systems Inc,ASYS,12/21/2006,10-K,https://www.sec.gov/Archives/edgar/data/720500/000120677406002651/0001206774-06-002651-index.htm
273,Amtech Systems Inc,ASYS,12/29/2005,10-K,https://www.sec.gov/Archives/edgar/data/720500/000120677405002119/0001206774-05-002119-index.htm
276,Amtech Systems Inc,ASYS,1/13/2005,10-K,https://www.sec.gov/Archives/edgar/data/720500/000095015305000050/0000950153-05-000050-index.htm
277,Amtech Systems Inc,ASYS,12/23/2003,10-K,https://www.sec.gov/Archives/edgar/data/720500/000119312503098962/0001193125-03-098962-index.htm
279,Amtech Systems Inc,ASYS,12/31/2002,10-K,https://www.sec.gov/Archives/edgar/data/720500/000095014702001660/0000950147-02-001660-index.htm
290,Amtech Systems Inc,ASYS,1/16/1996,10-K,https://www.sec.gov/Archives/edgar/data/720500/0000950147-96-000016-index.html
291,Analog Devices Inc,ADI,11/22/2017,10-K,https://www.sec.gov/Archives/edgar/data/6281/000000628117000144/0000006281-17-000144-index.htm
292,Analog Devices Inc,ADI,11/22/2016,10-K,https://www.sec.gov/Archives/edgar/data/6281/000000628116000097/0000006281-16-000097-index.htm
293,Analog Devices Inc,ADI,11/24/2015,10-K,https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/0000006281-15-000044-index.htm
294,Analog Devices Inc,ADI,12/10/2014,10-K,https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/0000006281-14-000039-index.htm
295,Analog Devices Inc,ADI,11/26/2013,10-K,https://www.sec.gov/Archives/edgar/data/6281/000000628113000040/0000006281-13-000040-index.htm
296,Analog Devices Inc,ADI,11/27/2012,10-K,https://www.sec.gov/Archives/edgar/data/6281/000000628112000010/0000006281-12-000010-index.htm
297,Analog Devices Inc,ADI,11/22/2011,10-K,https://www.sec.gov/Archives/edgar/data/6281/000095012311099928/0000950123-11-099928-index.htm
298,Analog Devices Inc,ADI,11/22/2010,10-K,https://www.sec.gov/Archives/edgar/data/6281/000095012310107816/0000950123-10-107816-index.htm
299,Analog Devices Inc,ADI,11/24/2009,10-K,https://www.sec.gov/Archives/edgar/data/6281/000095012309065635/0000950123-09-065635-index.htm
300,Analog Devices Inc,ADI,11/25/2008,10-K,https://www.sec.gov/Archives/edgar/data/6281/000095013508007596/0000950135-08-007596-index.htm
301,Analog Devices Inc,ADI,11/30/2007,10-K,https://www.sec.gov/Archives/edgar/data/6281/000095013507007253/0000950135-07-007253-index.htm
