,Company Name,Code,Date of Filing,Filing Type,weblink
750,Brooks Automation Inc,BRKS,11/13/2014,10-K,https://www.sec.gov/Archives/edgar/data/933974/000093397414000042/0000933974-14-000042-index.htm
751,Brooks Automation Inc,BRKS,11/22/2013,10-K,https://www.sec.gov/Archives/edgar/data/933974/000093397413000033/0000933974-13-000033-index.htm
752,Brooks Automation Inc,BRKS,11/21/2012,10-K,https://www.sec.gov/Archives/edgar/data/933974/000119312512478743/0001193125-12-478743-index.htm
753,Brooks Automation Inc,BRKS,11/28/2011,10-K,https://www.sec.gov/Archives/edgar/data/933974/000095012311100638/0000950123-11-100638-index.htm
754,Brooks Automation Inc,BRKS,11/23/2010,10-K,https://www.sec.gov/Archives/edgar/data/933974/000095012310108180/0000950123-10-108180-index.htm
755,Brooks Automation Inc,BRKS,11/18/2009,10-K,https://www.sec.gov/Archives/edgar/data/933974/000095012309063911/0000950123-09-063911-index.htm
756,Brooks Automation Inc,BRKS,11/26/2008,10-K,https://www.sec.gov/Archives/edgar/data/933974/000095013508007630/0000950135-08-007630-index.htm
757,Brooks Automation Inc,BRKS,11/29/2007,10-K,https://www.sec.gov/Archives/edgar/data/933974/000095013507007225/0000950135-07-007225-index.htm
758,Brooks Automation Inc,BRKS,12/14/2006,10-K,https://www.sec.gov/Archives/edgar/data/933974/000095013506007417/0000950135-06-007417-index.htm
761,Brooks Automation Inc,BRKS,12/13/2005,10-K,https://www.sec.gov/Archives/edgar/data/933974/000095013505006941/0000950135-05-006941-index.htm
762,Brooks Automation Inc,BRKS,12/14/2004,10-K,https://www.sec.gov/Archives/edgar/data/933974/000095013504005642/0000950135-04-005642-index.htm
764,Brooks Automation Inc,BRKS,12/2/2003,10-K,https://www.sec.gov/Archives/edgar/data/933974/000095013503005890/0000950135-03-005890-index.htm
765,Brooks Automation Inc,BRKS,12/30/2002,10-K,https://www.sec.gov/Archives/edgar/data/933974/000095013502005743/0000950135-02-005743-index.htm
768,Brooks Automation Inc,BRKS,12/13/2001,10-K,https://www.sec.gov/Archives/edgar/data/933974/000095013501503858/0000950135-01-503858-index.htm
769,Brooks Automation Inc,BRKS,12/22/2000,10-K,https://www.sec.gov/Archives/edgar/data/933974/000095013500005529/0000950135-00-005529-index.htm
770,Brooks Automation Inc,BRKS,12/29/1999,10-K,https://www.sec.gov/Archives/edgar/data/933974/0000950135-99-005746-index.html
771,Brooks Automation Inc,BRKS,12/30/1998,10-K,https://www.sec.gov/Archives/edgar/data/933974/0000927016-98-004370-index.html
772,Brooks Automation Inc,BRKS,12/18/1997,10-K,https://www.sec.gov/Archives/edgar/data/933974/0000927016-97-003412-index.html
774,Brooks Automation Inc,BRKS,12/30/1996,10-K,https://www.sec.gov/Archives/edgar/data/933974/0000927016-96-002081-index.html
775,Cabot Microelectronics corp,CCMP,11/15/2017,10-K,https://www.sec.gov/Archives/edgar/data/1102934/000110293417000028/0001102934-17-000028-index.htm
776,Cabot Microelectronics corp,CCMP,11/16/2016,10-K,https://www.sec.gov/Archives/edgar/data/1102934/000110293416000064/0001102934-16-000064-index.htm
777,Cabot Microelectronics corp,CCMP,11/18/2015,10-K,https://www.sec.gov/Archives/edgar/data/1102934/000110293415000033/0001102934-15-000033-index.htm
778,Cabot Microelectronics corp,CCMP,11/19/2014,10-K,https://www.sec.gov/Archives/edgar/data/1102934/000110293414000027/0001102934-14-000027-index.htm
779,Cabot Microelectronics corp,CCMP,11/20/2013,10-K,https://www.sec.gov/Archives/edgar/data/1102934/000110293413000024/0001102934-13-000024-index.htm
780,Cabot Microelectronics corp,CCMP,11/20/2012,10-K,https://www.sec.gov/Archives/edgar/data/1102934/000110293412000040/0001102934-12-000040-index.htm
781,Cabot Microelectronics corp,CCMP,11/22/2011,10-K,https://www.sec.gov/Archives/edgar/data/1102934/000110293411000029/0001102934-11-000029-index.htm
782,Cabot Microelectronics corp,CCMP,11/23/2010,10-K,https://www.sec.gov/Archives/edgar/data/1102934/000110293410000042/0001102934-10-000042-index.htm
783,Cabot Microelectronics corp,CCMP,11/24/2009,10-K,https://www.sec.gov/Archives/edgar/data/1102934/000110293409000035/0001102934-09-000035-index.htm
784,Cabot Microelectronics corp,CCMP,11/25/2008,10-K,https://www.sec.gov/Archives/edgar/data/1102934/000110293408000088/0001102934-08-000088-index.htm
785,Cabot Microelectronics corp,CCMP,11/27/2007,10-K,https://www.sec.gov/Archives/edgar/data/1102934/000110293407000108/0001102934-07-000108-index.htm
786,Cabot Microelectronics corp,CCMP,11/29/2006,10-K,https://www.sec.gov/Archives/edgar/data/1102934/000110293406000088/0001102934-06-000088-index.htm
787,Cabot Microelectronics corp,CCMP,12/7/2005,10-K,https://www.sec.gov/Archives/edgar/data/1102934/000110293405000054/0001102934-05-000054-index.htm
788,Cabot Microelectronics corp,CCMP,12/8/2004,10-K,https://www.sec.gov/Archives/edgar/data/1102934/000095013704010865/0000950137-04-010865-index.htm
789,Cabot Microelectronics corp,CCMP,12/10/2003,10-K,https://www.sec.gov/Archives/edgar/data/1102934/000095013703006272/0000950137-03-006272-index.htm
791,Cabot Microelectronics corp,CCMP,12/10/2002,10-K,https://www.sec.gov/Archives/edgar/data/1102934/000095013702006608/0000950137-02-006608-index.htm
794,Cadence Design Systems Inc,CDNS,2/10/2017,10-K,https://www.sec.gov/Archives/edgar/data/813672/000081367217000006/0000813672-17-000006-index.htm
795,Cadence Design Systems Inc,CDNS,2/18/2016,10-K,https://www.sec.gov/Archives/edgar/data/813672/000081367216000040/0000813672-16-000040-index.htm
797,Cadence Design Systems Inc,CDNS,2/20/2015,10-K,https://www.sec.gov/Archives/edgar/data/813672/000081367215000008/0000813672-15-000008-index.htm
798,Cadence Design Systems Inc,CDNS,2/20/2014,10-K,https://www.sec.gov/Archives/edgar/data/813672/000081367214000008/0000813672-14-000008-index.htm
799,Cadence Design Systems Inc,CDNS,2/21/2013,10-K,https://www.sec.gov/Archives/edgar/data/813672/000081367213000007/0000813672-13-000007-index.htm
800,Cadence Design Systems Inc,CDNS,2/24/2012,10-K,https://www.sec.gov/Archives/edgar/data/813672/000119312512076117/0001193125-12-076117-index.htm
801,Cadence Design Systems Inc,CDNS,2/24/2011,10-K,https://www.sec.gov/Archives/edgar/data/813672/000095012311017955/0000950123-11-017955-index.htm
802,Cadence Design Systems Inc,CDNS,2/26/2010,10-K,https://www.sec.gov/Archives/edgar/data/813672/000095012310018407/0000950123-10-018407-index.htm
803,Cadence Design Systems Inc,CDNS,3/2/2009,10-K,https://www.sec.gov/Archives/edgar/data/813672/000089161809000064/0000891618-09-000064-index.htm
804,Cadence Design Systems Inc,CDNS,2/26/2008,10-K,https://www.sec.gov/Archives/edgar/data/813672/000095013408003361/0000950134-08-003361-index.htm
805,Cadence Design Systems Inc,CDNS,2/23/2007,10-K,https://www.sec.gov/Archives/edgar/data/813672/000089161807000106/0000891618-07-000106-index.htm
806,Cadence Design Systems Inc,CDNS,3/10/2006,10-K,https://www.sec.gov/Archives/edgar/data/813672/000095013406004749/0000950134-06-004749-index.htm
807,Cadence Design Systems Inc,CDNS,3/16/2005,10-K,https://www.sec.gov/Archives/edgar/data/813672/000095013405005251/0000950134-05-005251-index.htm
808,Cadence Design Systems Inc,CDNS,4/2/2004,10-K,https://www.sec.gov/Archives/edgar/data/813672/000095013404004613/0000950134-04-004613-index.htm
809,Cadence Design Systems Inc,CDNS,3/14/2003,10-K,https://www.sec.gov/Archives/edgar/data/813672/000089161803001237/0000891618-03-001237-index.htm
810,Cadence Design Systems Inc,CDNS,3/12/2002,10-K,https://www.sec.gov/Archives/edgar/data/813672/000089161802001144/0000891618-02-001144-index.htm
811,Cadence Design Systems Inc,CDNS,3/29/2001,10-K,https://www.sec.gov/Archives/edgar/data/813672/000109581101001886/0001095811-01-001886-index.htm
814,Cadence Design Systems Inc,CDNS,4/2/1999,10-K,https://www.sec.gov/Archives/edgar/data/813672/0001012870-99-001019-index.html
815,Cadence Design Systems Inc,CDNS,4/1/1998,10-K,https://www.sec.gov/Archives/edgar/data/813672/0001047469-98-013315-index.html
817,Cadence Design Systems Inc,CDNS,3/21/1997,10-K,https://www.sec.gov/Archives/edgar/data/813672/0000912057-97-009695-index.html
818,Cadence Design Systems Inc,CDNS,3/28/1996,10-K,https://www.sec.gov/Archives/edgar/data/813672/0000891618-96-000153-index.html
821,Cadence Design Systems Inc,CDNS,6/17/1994,10-K,https://www.sec.gov/Archives/edgar/data/813672/0000891618-94-000131-index.html
822,CalAmp Corp,CAMP,5/15/2017,10-K,https://www.sec.gov/Archives/edgar/data/730255/000120677417001612/0001206774-17-001612-index.htm
823,CalAmp Corp,CAMP,4/20/2016,10-K,https://www.sec.gov/Archives/edgar/data/730255/000120677416005479/0001206774-16-005479-index.htm
824,CalAmp Corp,CAMP,4/21/2015,10-K,https://www.sec.gov/Archives/edgar/data/730255/000120677415001341/0001206774-15-001341-index.htm
825,CalAmp Corp,CAMP,4/24/2014,10-K,https://www.sec.gov/Archives/edgar/data/730255/000120677414001353/0001206774-14-001353-index.htm
826,CalAmp Corp,CAMP,4/25/2013,10-K,https://www.sec.gov/Archives/edgar/data/730255/000120677413001591/0001206774-13-001591-index.htm
827,CalAmp Corp,CAMP,4/26/2012,10-K,https://www.sec.gov/Archives/edgar/data/730255/000120677412001703/0001206774-12-001703-index.htm
828,CalAmp Corp,CAMP,4/28/2011,10-K,https://www.sec.gov/Archives/edgar/data/730255/000120677411001038/0001206774-11-001038-index.htm
829,CalAmp Corp,CAMP,5/6/2010,10-K,https://www.sec.gov/Archives/edgar/data/730255/000095012310045515/0000950123-10-045515-index.htm
830,CalAmp Corp,CAMP,5/12/2009,10-K,https://www.sec.gov/Archives/edgar/data/730255/000073025509000017/0000730255-09-000017-index.htm
831,CalAmp Corp,CAMP,5/15/2008,10-K,https://www.sec.gov/Archives/edgar/data/730255/000073025508000019/0000730255-08-000019-index.htm
832,CalAmp Corp,CAMP,5/17/2007,10-K,https://www.sec.gov/Archives/edgar/data/730255/000073025507000011/0000730255-07-000011-index.htm
833,CalAmp Corp,CAMP,5/10/2006,10-K,https://www.sec.gov/Archives/edgar/data/730255/000073025506000012/0000730255-06-000012-index.htm
834,CalAmp Corp,CAMP,5/6/2005,10-K,https://www.sec.gov/Archives/edgar/data/730255/000073025505000013/0000730255-05-000013-index.htm
836,CalAmp Corp,CAMP,5/28/2004,10-K,https://www.sec.gov/Archives/edgar/data/730255/000073025504000042/0000730255-04-000042-index.htm
837,CalAmp Corp,CAMP,5/30/2003,10-K,https://www.sec.gov/Archives/edgar/data/730255/000073025503000025/0000730255-03-000025-index.htm
838,CalAmp Corp,CAMP,5/31/2002,10-K,https://www.sec.gov/Archives/edgar/data/730255/000073025502000014/0000730255-02-000014-index.htm
848,Callidus Software Inc,CALD,2/27/2017,10-K,https://www.sec.gov/Archives/edgar/data/1035748/000103574817000006/0001035748-17-000006-index.htm
850,Callidus Software Inc,CALD,2/25/2016,10-K,https://www.sec.gov/Archives/edgar/data/1035748/000103574816000031/0001035748-16-000031-index.htm
852,Callidus Software Inc,CALD,3/2/2015,10-K,https://www.sec.gov/Archives/edgar/data/1035748/000103574815000003/0001035748-15-000003-index.htm
853,Callidus Software Inc,CALD,3/10/2014,10-K,https://www.sec.gov/Archives/edgar/data/1035748/000103574814000003/0001035748-14-000003-index.htm
854,Callidus Software Inc,CALD,3/11/2013,10-K,https://www.sec.gov/Archives/edgar/data/1035748/000104746913002508/0001047469-13-002508-index.htm
855,Callidus Software Inc,CALD,3/13/2012,10-K,https://www.sec.gov/Archives/edgar/data/1035748/000104746912002539/0001047469-12-002539-index.htm
856,Callidus Software Inc,CALD,3/21/2011,10-K,https://www.sec.gov/Archives/edgar/data/1035748/000104746911002411/0001047469-11-002411-index.htm
857,Callidus Software Inc,CALD,3/9/2010,10-K,https://www.sec.gov/Archives/edgar/data/1035748/000095012310022649/0000950123-10-022649-index.htm
858,Callidus Software Inc,CALD,3/12/2009,10-K,https://www.sec.gov/Archives/edgar/data/1035748/000095013409005157/0000950134-09-005157-index.htm
859,Callidus Software Inc,CALD,3/17/2008,10-K,https://www.sec.gov/Archives/edgar/data/1035748/000095013408004846/0000950134-08-004846-index.htm
860,Callidus Software Inc,CALD,3/16/2007,10-K,https://www.sec.gov/Archives/edgar/data/1035748/000095013407005842/0000950134-07-005842-index.htm
861,Callidus Software Inc,CALD,3/28/2006,10-K,https://www.sec.gov/Archives/edgar/data/1035748/000095013406005987/0000950134-06-005987-index.htm
862,Callidus Software Inc,CALD,3/29/2005,10-K,https://www.sec.gov/Archives/edgar/data/1035748/000095013405006249/0000950134-05-006249-index.htm
863,Callidus Software Inc,CALD,3/12/2004,10-K,https://www.sec.gov/Archives/edgar/data/1035748/000095013404003382/0000950134-04-003382-index.htm
864,Carbonite Inc,CARB,3/16/2017,10-K,https://www.sec.gov/Archives/edgar/data/1340127/000134012717000050/0001340127-17-000050-index.htm
865,Carbonite Inc,CARB,3/8/2016,10-K,https://www.sec.gov/Archives/edgar/data/1340127/000134012716000153/0001340127-16-000153-index.htm
867,Carbonite Inc,CARB,3/10/2015,10-K,https://www.sec.gov/Archives/edgar/data/1340127/000134012715000011/0001340127-15-000011-index.htm
868,Carbonite Inc,CARB,3/5/2014,10-K,https://www.sec.gov/Archives/edgar/data/1340127/000119312514084500/0001193125-14-084500-index.htm
869,Carbonite Inc,CARB,3/6/2013,10-K,https://www.sec.gov/Archives/edgar/data/1340127/000119312513094067/0001193125-13-094067-index.htm
870,Carbonite Inc,CARB,3/7/2012,10-K,https://www.sec.gov/Archives/edgar/data/1340127/000119312512101462/0001193125-12-101462-index.htm
871,Cerner corp,CERN,2/10/2017,10-K,https://www.sec.gov/Archives/edgar/data/804753/000080475317000004/0000804753-17-000004-index.htm
872,Cerner corp,CERN,2/17/2016,10-K,https://www.sec.gov/Archives/edgar/data/804753/000080475316000061/0000804753-16-000061-index.htm
873,Cerner corp,CERN,2/11/2015,10-K,https://www.sec.gov/Archives/edgar/data/804753/000080475315000009/0000804753-15-000009-index.htm
874,Cerner corp,CERN,2/5/2014,10-K,https://www.sec.gov/Archives/edgar/data/804753/000080475314000006/0000804753-14-000006-index.htm
875,Cerner corp,CERN,2/8/2013,10-K,https://www.sec.gov/Archives/edgar/data/804753/000080475313000004/0000804753-13-000004-index.htm
876,Cerner corp,CERN,2/15/2012,10-K,https://www.sec.gov/Archives/edgar/data/804753/000119312512063585/0001193125-12-063585-index.htm
877,Cerner corp,CERN,2/16/2011,10-K,https://www.sec.gov/Archives/edgar/data/804753/000095012311014774/0000950123-11-014774-index.htm
878,Cerner corp,CERN,2/22/2010,10-K,https://www.sec.gov/Archives/edgar/data/804753/000095012310015243/0000950123-10-015243-index.htm
879,Cerner corp,CERN,3/2/2009,10-K,https://www.sec.gov/Archives/edgar/data/804753/000095013709001436/0000950137-09-001436-index.htm
880,Cerner corp,CERN,2/27/2008,10-K,https://www.sec.gov/Archives/edgar/data/804753/000095013708002851/0000950137-08-002851-index.htm
881,Cerner corp,CERN,2/28/2007,10-K,https://www.sec.gov/Archives/edgar/data/804753/000095013707002997/0000950137-07-002997-index.htm
882,Cerner corp,CERN,3/16/2006,10-K,https://www.sec.gov/Archives/edgar/data/804753/000095013706003137/0000950137-06-003137-index.htm
883,Cerner corp,CERN,3/17/2005,10-K,https://www.sec.gov/Archives/edgar/data/804753/000095013705003217/0000950137-05-003217-index.htm
884,Cerner corp,CERN,3/18/2004,10-K,https://www.sec.gov/Archives/edgar/data/804753/000095013704001988/0000950137-04-001988-index.htm
885,Cerner corp,CERN,3/12/2003,10-K,https://www.sec.gov/Archives/edgar/data/804753/000095013403003674/0000950134-03-003674-index.htm
886,Cerner corp,CERN,3/29/2002,10-K,https://www.sec.gov/Archives/edgar/data/804753/000095013602000898/0000950136-02-000898-index.htm
887,Cerner corp,CERN,3/30/2001,10-K,https://www.sec.gov/Archives/edgar/data/804753/000080475301000056/0000804753-01-000056-index.htm
888,Cerner corp,CERN,3/29/2000,10-K,https://www.sec.gov/Archives/edgar/data/804753/0000804753-00-000052-index.html
889,Cerner corp,CERN,4/2/1999,10-K,https://www.sec.gov/Archives/edgar/data/804753/0000804753-99-000056-index.html
890,Cerner corp,CERN,4/3/1998,10-K,https://www.sec.gov/Archives/edgar/data/804753/0000804753-98-000002-index.html
891,Cerner corp,CERN,3/28/1997,10-K,https://www.sec.gov/Archives/edgar/data/804753/0000804753-97-000010-index.html
893,Cerner corp,CERN,3/30/1995,10-K,https://www.sec.gov/Archives/edgar/data/804753/0000804753-95-000025-index.html
894,CEVA Inc,CEVA,3/10/2017,10-K,https://www.sec.gov/Archives/edgar/data/1173489/000119312517078780/0001193125-17-078780-index.htm
895,CEVA Inc,CEVA,3/11/2016,10-K,https://www.sec.gov/Archives/edgar/data/1173489/000119312516501526/0001193125-16-501526-index.htm
896,CEVA Inc,CEVA,3/13/2015,10-K,https://www.sec.gov/Archives/edgar/data/1173489/000119312515091210/0001193125-15-091210-index.htm
897,CEVA Inc,CEVA,3/14/2014,10-K,https://www.sec.gov/Archives/edgar/data/1173489/000119312514100024/0001193125-14-100024-index.htm
898,CEVA Inc,CEVA,3/15/2013,10-K,https://www.sec.gov/Archives/edgar/data/1173489/000119312513109922/0001193125-13-109922-index.htm
899,CEVA Inc,CEVA,3/15/2012,10-K,https://www.sec.gov/Archives/edgar/data/1173489/000119312512117311/0001193125-12-117311-index.htm
900,CEVA Inc,CEVA,3/15/2011,10-K,https://www.sec.gov/Archives/edgar/data/1173489/000095012311025581/0000950123-11-025581-index.htm
901,CEVA Inc,CEVA,3/15/2010,10-K,https://www.sec.gov/Archives/edgar/data/1173489/000095012310024774/0000950123-10-024774-index.htm
902,CEVA Inc,CEVA,3/13/2009,10-K,https://www.sec.gov/Archives/edgar/data/1173489/000136231009003696/0001362310-09-003696-index.htm
903,CEVA Inc,CEVA,3/14/2008,10-K,https://www.sec.gov/Archives/edgar/data/1173489/000136231008001431/0001362310-08-001431-index.htm
904,CEVA Inc,CEVA,3/16/2007,10-K,https://www.sec.gov/Archives/edgar/data/1173489/000095013407005877/0000950134-07-005877-index.htm
906,CEVA Inc,CEVA,3/14/2006,10-K,https://www.sec.gov/Archives/edgar/data/1173489/000114420406009788/0001144204-06-009788-index.htm
909,CEVA Inc,CEVA,3/18/2005,10-K,https://www.sec.gov/Archives/edgar/data/1173489/000114420405008156/0001144204-05-008156-index.htm
910,CEVA Inc,CEVA,3/12/2004,10-K,https://www.sec.gov/Archives/edgar/data/1173489/000119312504040517/0001193125-04-040517-index.htm
912,CEVA Inc,CEVA,3/28/2003,10-K,https://www.sec.gov/Archives/edgar/data/1173489/000092701603001458/0000927016-03-001458-index.htm
913,Cirrus Logic Inc,CRUS,5/24/2017,10-K,https://www.sec.gov/Archives/edgar/data/772406/000119312517181625/0001193125-17-181625-index.htm
915,Cirrus Logic Inc,CRUS,5/25/2016,10-K,https://www.sec.gov/Archives/edgar/data/772406/000119312516602269/0001193125-16-602269-index.htm
916,Cirrus Logic Inc,CRUS,5/27/2015,10-K,https://www.sec.gov/Archives/edgar/data/772406/000119312515201883/0001193125-15-201883-index.htm
917,Cirrus Logic Inc,CRUS,5/28/2014,10-K,https://www.sec.gov/Archives/edgar/data/772406/000119312514215076/0001193125-14-215076-index.htm
918,Cirrus Logic Inc,CRUS,5/29/2013,10-K,https://www.sec.gov/Archives/edgar/data/772406/000119312513239492/0001193125-13-239492-index.htm
919,Cirrus Logic Inc,CRUS,5/30/2012,10-K,https://www.sec.gov/Archives/edgar/data/772406/000120677412002462/0001206774-12-002462-index.htm
920,Cirrus Logic Inc,CRUS,5/25/2011,10-K,https://www.sec.gov/Archives/edgar/data/772406/000095012311053974/0000950123-11-053974-index.htm
921,Cirrus Logic Inc,CRUS,6/1/2010,10-K,https://www.sec.gov/Archives/edgar/data/772406/000095012310054820/0000950123-10-054820-index.htm
922,Cirrus Logic Inc,CRUS,6/1/2009,10-K,https://www.sec.gov/Archives/edgar/data/772406/000095012309009845/0000950123-09-009845-index.htm
923,Cirrus Logic Inc,CRUS,5/29/2008,10-K,https://www.sec.gov/Archives/edgar/data/772406/000095013408010461/0000950134-08-010461-index.htm
924,Cirrus Logic Inc,CRUS,6/4/2007,10-K,https://www.sec.gov/Archives/edgar/data/772406/000095013407012853/0000950134-07-012853-index.htm
926,Cirrus Logic Inc,CRUS,5/25/2006,10-K,https://www.sec.gov/Archives/edgar/data/772406/000095013406010647/0000950134-06-010647-index.htm
929,Cirrus Logic Inc,CRUS,5/27/2005,10-K,https://www.sec.gov/Archives/edgar/data/772406/000095013405011031/0000950134-05-011031-index.htm
930,Cirrus Logic Inc,CRUS,6/9/2004,10-K,https://www.sec.gov/Archives/edgar/data/772406/000095013404008572/0000950134-04-008572-index.htm
931,Cirrus Logic Inc,CRUS,6/13/2003,10-K,https://www.sec.gov/Archives/edgar/data/772406/000095013403009150/0000950134-03-009150-index.htm
932,Cirrus Logic Inc,CRUS,6/19/2002,10-K,https://www.sec.gov/Archives/edgar/data/772406/000093066102002102/0000930661-02-002102-index.htm
933,Cirrus Logic Inc,CRUS,6/22/2001,10-K,https://www.sec.gov/Archives/edgar/data/772406/000095013401503479/0000950134-01-503479-index.htm
934,Cirrus Logic Inc,CRUS,6/23/2000,10-K,https://www.sec.gov/Archives/edgar/data/772406/000110601300000133/0001106013-00-000133-index.htm
936,Cirrus Logic Inc,CRUS,6/19/1998,10-K,https://www.sec.gov/Archives/edgar/data/772406/0000772406-98-000068-index.html
937,Cirrus Logic Inc,CRUS,6/17/1997,10-K,https://www.sec.gov/Archives/edgar/data/772406/0000772406-97-000077-index.html
938,Cirrus Logic Inc,CRUS,6/28/1996,10-K,https://www.sec.gov/Archives/edgar/data/772406/0000772406-96-000074-index.html
939,Cirrus Logic Inc,CRUS,6/30/1995,10-K,https://www.sec.gov/Archives/edgar/data/772406/0000772406-95-000083-index.html
940,Cisco Systems Inc,CSCO,9/7/2017,10-K,https://www.sec.gov/Archives/edgar/data/858877/000085887717000016/0000858877-17-000016-index.htm
941,Cisco Systems Inc,CSCO,9/8/2016,10-K,https://www.sec.gov/Archives/edgar/data/858877/000085887716000117/0000858877-16-000117-index.htm
942,Cisco Systems Inc,CSCO,9/8/2015,10-K,https://www.sec.gov/Archives/edgar/data/858877/000085887715000070/0000858877-15-000070-index.htm
943,Cisco Systems Inc,CSCO,9/9/2014,10-K,https://www.sec.gov/Archives/edgar/data/858877/000085887714000029/0000858877-14-000029-index.htm
944,Cisco Systems Inc,CSCO,9/10/2013,10-K,https://www.sec.gov/Archives/edgar/data/858877/000085887713000049/0000858877-13-000049-index.htm
945,Cisco Systems Inc,CSCO,9/12/2012,10-K,https://www.sec.gov/Archives/edgar/data/858877/000119312512388590/0001193125-12-388590-index.htm
946,Cisco Systems Inc,CSCO,9/14/2011,10-K,https://www.sec.gov/Archives/edgar/data/858877/000119312511247394/0001193125-11-247394-index.htm
947,Cisco Systems Inc,CSCO,9/21/2010,10-K,https://www.sec.gov/Archives/edgar/data/858877/000119312510213400/0001193125-10-213400-index.htm
948,Cisco Systems Inc,CSCO,9/11/2009,10-K,https://www.sec.gov/Archives/edgar/data/858877/000119312509190326/0001193125-09-190326-index.htm
949,Cisco Systems Inc,CSCO,9/15/2008,10-K,https://www.sec.gov/Archives/edgar/data/858877/000119312508195608/0001193125-08-195608-index.htm
950,Cisco Systems Inc,CSCO,9/18/2007,10-K,https://www.sec.gov/Archives/edgar/data/858877/000119312507202552/0001193125-07-202552-index.htm
951,Cisco Systems Inc,CSCO,9/18/2006,10-K,https://www.sec.gov/Archives/edgar/data/858877/000119312506192133/0001193125-06-192133-index.htm
952,Cisco Systems Inc,CSCO,9/19/2005,10-K,https://www.sec.gov/Archives/edgar/data/858877/000119312505187168/0001193125-05-187168-index.htm
953,Cisco Systems Inc,CSCO,9/20/2004,10-K,https://www.sec.gov/Archives/edgar/data/858877/000119312504158427/0001193125-04-158427-index.htm
954,Cisco Systems Inc,CSCO,9/10/2003,10-K,https://www.sec.gov/Archives/edgar/data/858877/000119312503047374/0001193125-03-047374-index.htm
956,Cisco Systems Inc,CSCO,9/18/2002,10-K,https://www.sec.gov/Archives/edgar/data/858877/000089161802004345/0000891618-02-004345-index.htm
957,Cisco Systems Inc,CSCO,9/24/2001,10-K,https://www.sec.gov/Archives/edgar/data/858877/000109581101505065/0001095811-01-505065-index.htm
958,Cisco Systems Inc,CSCO,9/29/2000,10-K,https://www.sec.gov/Archives/edgar/data/858877/000109581100003692/0001095811-00-003692-index.htm
961,Cisco Systems Inc,CSCO,9/25/1998,10-K,https://www.sec.gov/Archives/edgar/data/858877/0000891618-98-004310-index.html
962,Cisco Systems Inc,CSCO,10/22/1997,10-K,https://www.sec.gov/Archives/edgar/data/858877/0000891618-97-004205-index.html
963,Cisco Systems Inc,CSCO,10/25/1996,10-K,https://www.sec.gov/Archives/edgar/data/858877/0000950149-96-001640-index.html
964,Cisco Systems Inc,CSCO,10/26/1995,10-K,https://www.sec.gov/Archives/edgar/data/858877/0000950149-95-000673-index.html
966,Citrix Systems Inc,CTXS,2/16/2017,10-K,https://www.sec.gov/Archives/edgar/data/877890/000087789017000030/0000877890-17-000030-index.htm
967,Citrix Systems Inc,CTXS,2/18/2016,10-K,https://www.sec.gov/Archives/edgar/data/877890/000087789016000184/0000877890-16-000184-index.htm
968,Citrix Systems Inc,CTXS,2/19/2015,10-K,https://www.sec.gov/Archives/edgar/data/877890/000087789015000016/0000877890-15-000016-index.htm
969,Citrix Systems Inc,CTXS,2/20/2014,10-K,https://www.sec.gov/Archives/edgar/data/877890/000087789014000007/0000877890-14-000007-index.htm
970,Citrix Systems Inc,CTXS,2/21/2013,10-K,https://www.sec.gov/Archives/edgar/data/877890/000087789013000016/0000877890-13-000016-index.htm
972,Citrix Systems Inc,CTXS,2/23/2012,10-K,https://www.sec.gov/Archives/edgar/data/877890/000087789012000019/0000877890-12-000019-index.htm
973,Citrix Systems Inc,CTXS,2/24/2011,10-K,https://www.sec.gov/Archives/edgar/data/877890/000119312511045415/0001193125-11-045415-index.htm
974,Citrix Systems Inc,CTXS,2/24/2010,10-K,https://www.sec.gov/Archives/edgar/data/877890/000119312510037944/0001193125-10-037944-index.htm
975,Citrix Systems Inc,CTXS,2/27/2009,10-K,https://www.sec.gov/Archives/edgar/data/877890/000119312509041053/0001193125-09-041053-index.htm
976,Citrix Systems Inc,CTXS,2/27/2008,10-K,https://www.sec.gov/Archives/edgar/data/877890/000119312508040132/0001193125-08-040132-index.htm
977,Citrix Systems Inc,CTXS,9/7/2007,10-K,https://www.sec.gov/Archives/edgar/data/877890/000119312507197541/0001193125-07-197541-index.htm
978,Citrix Systems Inc,CTXS,3/14/2006,10-K,https://www.sec.gov/Archives/edgar/data/877890/000119312506053617/0001193125-06-053617-index.htm
979,Citrix Systems Inc,CTXS,3/11/2005,10-K,https://www.sec.gov/Archives/edgar/data/877890/000119312505047753/0001193125-05-047753-index.htm
981,Citrix Systems Inc,CTXS,3/12/2004,10-K,https://www.sec.gov/Archives/edgar/data/877890/000095014404002373/0000950144-04-002373-index.htm
982,Citrix Systems Inc,CTXS,3/24/2003,10-K,https://www.sec.gov/Archives/edgar/data/877890/000095014403003643/0000950144-03-003643-index.htm
983,Citrix Systems Inc,CTXS,3/27/2002,10-K,https://www.sec.gov/Archives/edgar/data/877890/000095014402002868/0000950144-02-002868-index.htm
984,Citrix Systems Inc,CTXS,3/22/2001,10-K,https://www.sec.gov/Archives/edgar/data/877890/000095014401003817/0000950144-01-003817-index.htm
985,Citrix Systems Inc,CTXS,3/23/2000,10-K,https://www.sec.gov/Archives/edgar/data/877890/0000950144-00-003541-index.html
